HD 190360 b,,3302302.65
HD 190360 c,,3302302.65
HD 190647 b,,11253818.4
HD 190984 b,,30694294.65
HD 191806 b,,13570174.35
HD 192263 b,,4053107.25
HD 192310 b,,1815132
HD 192310 c,,1815132
HD 192699 b,,14853142.65
HD 195019 b,,7778253.15
HD 196050 b,,10467948.75
HD 196067 b,,8246474.7
HD 196885 b,,7054263
HD 197037 b,,6806745
HD 19994 b,,4649213.1
HD 20003 b,,9034407
HD 20003 c,,9034407
HD 200964 b,,15003716.1
HD 200964 c,,15003716.1
HD 202206 c,,9494377.95
HD 202696 b,,39099593.4
HD 202696 c,,39099593.4
HD 202772 A b,1.545,30362208
HD 203030 b,,8104151.85
HD 203473 b,,15014029.35
HD 2039 b,,17718163.5
HD 204313 b,,9871842.9
HD 204313 c,,9871842.9
HD 204941 b,,5928056.1
HD 205739 b,,19129016.1
HD 206255 b,,15552381
HD 206610 b,,30481841.7
HD 20781 b,,7295593.05
HD 20781 c,,7295593.05
HD 20781 d,,7295593.05
HD 20781 e,,7295593.05
HD 20782 b,,7429665.3
HD 207832 b,,12175822.95
HD 207832 c,,12175822.95
HD 20794 b,,1237590
HD 20794 c,,1237590
HD 20794 d,,1237590
HD 20794 e,,1237590
HD 208487 b,,9075660
HD 208527 b,,64866217.2
HD 20868 b,,9857404.35
HD 208897 b,,13341220.2
HD 209458 b,1.39,9977038.05
HD 210193 b,,8714696.25
HD 210277 b,,4395507.15
HD 210702 b,,11196064.2
HD 211810 b,,13357721.4
HD 211970 b,,2681445
HD 212301 b,,11204314.8
HD 212771 b,,23000610.15
HD 213240 b,,8440363.8
HD 21411 b,,6014687.4
HD 214823 b,,20968899.9
HD 215152 b,,4457386.65
HD 215152 c,,4457386.65
HD 215152 d,,4457386.65
HD 215152 e,,4457386.65
HD 215497 b,,8372296.35
HD 215497 c,,8372296.35
HD 216435 b,,6808807.65
HD 216437 b,,5509338.15
HD 216536 b,,78448767.45
HD 216770 b,,7569925.5
HD 21693 b,,6678860.7
HD 21693 c,,6678860.7
HD 217107 b,,4139738.55
HD 217107 c,,4139738.55
HD 21749 c,0.08,3368307.45
HD 217786 b,,11303322
HD 217850 b,,13592863.5
HD 218566 b,,5950745.25
HD 219077 b,,6025000.65
HD 219134 b,0.143,1346910.45
HD 219134 c,0.135,1346910.45
HD 219134 d,0.144,1346910.45
HD 219134 f,0.117,1346910.45
HD 219134 g,,1346910.45
HD 219134 h,,1346910.45
HD 219415 b,,34233802.05
HD 219666 b,0.42,19477603.95
HD 219828 b,,15113036.55
HD 219828 c,,15113036.55
HD 220074 b,,67533223.65
HD 220689 b,,9682079.1
HD 220773 b,,10106985
HD 220842 b,,12891562.5
HD 221287 b,,11552902.65
HD 221416 b,0.836,19611676.2
HD 221420 b,,6429280.05
HD 221585 b,,11538464.1
HD 222076 b,,18850558.35
HD 222155 b,,10453510.2
HD 222582 b,,8706445.65
HD 224538 b,,16344438.6
HD 224693 b,,19337343.75
HD 22781 b,,6730426.95
HD 23079 b,,6907814.85
HD 23127 b,,19411599.15
HD 231701 b,,22528263.3
HD 233604 b,,179167967
HD 23472 b,,8060836.2
HD 23472 c,,8060836.2
HD 23596 b,,10742281.2
HD 238914 b,,108751158.6
HD 240210 b,,29467017.9
HD 240237 b,,197634872.4
HD 24040 b,,9628450.2
HD 24064 b,,62469417.9
HD 24085 b,,11342512.35
HD 25015 b,,7728749.55
HD 25171 b,,11488960.5
HD 2638 b,,11354888.25
HD 2685 b,1.44,40836344.7
HD 26965 b,,1039575.6
HD 27442 b,,3770524.2
HD 27631 b,,10387505.4
HD 27894 b,,9050908.2
HD 27894 c,,9050908.2
HD 27894 d,,9050908.2
HD 28185 b,,8133028.95
HD 28254 b,,11282695.5
HD 285507 b,,9300488.85
HD 285968 b,,1953329.55
HD 28678 b,,39380113.8
